Checked	Master	Accession	Description	Coverage	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Modifications	Entrez Gene ID	Ensembl Gene ID	Gene ID	Chromosome	Biological Process	Cellular Component	Molecular Function	Pfam IDs	"Abundance Ratio: (127_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (127_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (128_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (128_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (129_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (129_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (130_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (130_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (131, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance: F1: 126, Sample, Treatment_rep2"	"Abundance: F1: 127_N, Sample, Treatment_rep2"	"Abundance: F1: 127_C, Sample, Treatment_rep2"	"Abundance: F1: 128_N, Sample, Treatment_rep2"	"Abundance: F1: 128_C, Sample, Treatment_rep2"	"Abundance: F1: 129_N, Sample, Treatment_rep2"	"Abundance: F1: 129_C, Sample, Treatment_rep2"	"Abundance: F1: 130_N, Sample, Treatment_rep2"	"Abundance: F1: 130_C, Sample, Treatment_rep2"	"Abundance: F1: 131, Sample, Treatment_rep2"	"Abundances Count: F1: 126, Sample, Treatment_rep2"	"Abundances Count: F1: 127_N, Sample, Treatment_rep2"	"Abundances Count: F1: 127_C, Sample, Treatment_rep2"	"Abundances Count: F1: 128_N, Sample, Treatment_rep2"	"Abundances Count: F1: 128_C, Sample, Treatment_rep2"	"Abundances Count: F1: 129_N, Sample, Treatment_rep2"	"Abundances Count: F1: 129_C, Sample, Treatment_rep2"	"Abundances Count: F1: 130_N, Sample, Treatment_rep2"	"Abundances Count: F1: 130_C, Sample, Treatment_rep2"	"Abundances Count: F1: 131, Sample, Treatment_rep2"	emPAI	# Razor Peptides	Score Sequest HT	# Peptides Sequest HT	Score Mascot	# Peptides Mascot
FALSE	IsMasterProtein	P55160	Nck-associated protein 1-like OS=Homo sapiens GN=NCKAP1L PE=1 SV=3	10.47027507	12	32	11	1	1127	128.071	6.86		3071	ENSG00000123338	NCKAP1L	12	cell organization and biogenesis;cellular component movement;defense response;regulation of biological process;response to stimulus	cytosol;membrane	enzyme regulator activity;protein binding	Pf09735	0.982	1.014	0.899	0.347	0.238	0.118	0.083	0.064	0.057	5206.1	5114.5	5280.5	4682.3	1805.2	1237.8	612.3	431.4	332.5	298.8	9	9	9	9	9	9	9	9	9	9	0.618	0	53.608464	12	228.1220429	12
FALSE	IsMasterProtein	P55196-1	Isoform 2 of Afadin OS=Homo sapiens GN=MLLT4	31.16740088	46	126	1	1	1816	205.478	6.77		4301		MLLT4	6	cell communication;cell organization and biogenesis;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane	protein binding	"Pf00498, Pf00595, Pf00788, Pf01843"	1.019	1.029	0.927	0.689	0.503	0.385	0.286	0.238	0.198	822	837.6	845.6	761.9	566.1	413.5	316.7	234.8	195.3	162.7	3	3	3	3	3	3	3	3	3	3	1.876	2	246.764623	46	1261.500377	40
FALSE	IsMasterProtein	P55199	RNA polymerase II elongation factor ELL OS=Homo sapiens GN=ELL PE=1 SV=1	7.407407407	4	9	4	1	621	68.223	9.33		8178	ENSG00000105656	ELL	19	metabolic process;regulation of biological process	cytoplasm;cytoskeleton;membrane;nucleus	protein binding	"Pf07303, Pf10390"	0.97	0.802	0.7	0.519	0.38	0.288	0.163	0.132	0.135	1104.8	1071.3	886.4	773.4	573.4	419.8	317.7	179.9	145.6	149.2	5	5	5	5	5	5	5	5	5	5	0.315	0	16.46973205	4	110.3866667	3
FALSE	IsMasterProtein	P55209	Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=1 SV=1	47.05882353	12	113	3	1	391	45.346	4.46		4673	ENSG00000187109	NAP1L1	12	cell organization and biogenesis;metabolic process;regulation of biological process	membrane;nucleus	protein binding;RNA binding	Pf00956	1.089	1.19	1.167	0.951	0.942	0.63	0.223	0.101	0.069	8231.9	8960.6	9792.1	9610.6	7829.5	7755.6	5183.4	1833.8	830.9	565.4	20	20	20	20	20	20	20	20	20	20	28.286	15	231.3388569	12	975.1025941	11
FALSE	IsMasterProtein	P55210-2	Isoform Beta of Caspase-7 OS=Homo sapiens GN=CASP7	5.928853755	1	1	1	1	253	28.012	8.31		840	ENSG00000165806	CASP7	10	cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus	catalytic activity;protein binding	"Pf00656, Pf13900"																														0.166	0	0	1		
FALSE	IsMasterProtein	P55210-3	Isoform Alpha' of Caspase-7 OS=Homo sapiens GN=CASP7	6.845238095	1	2	1	1	336	37.79	6.37		840	ENSG00000165806	CASP7	10	cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus	catalytic activity;protein binding	Pf00656	1.055	1.112	0.849	0.624	0.571	0.271	0.181	0.112	0.106	43.6	46	48.5	37	27.2	24.9	11.8	7.9	4.9	4.6	1	1	1	1	1	1	1	1	1	1	0.116	0	3.912841558	1	36.84	1
FALSE	IsMasterProtein	P55211	Caspase-9 OS=Homo sapiens GN=CASP9 PE=1 SV=3	20.67307692	7	10	7	1	416	46.251	6.05		842	ENSG00000132906	CASP9	1	cell death;cell differentiation;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;mitochondrion;nucleus	catalytic activity;enzyme regulator activity;protein binding	"Pf00619, Pf00656"	0.999	0.963	0.771	0.282	0.133	0.075	0.049	0.038	0.029	3320.3	3315.7	3197.2	2559	936.2	442.2	249.6	163	125.3	96.6	5	5	5	5	5	5	5	5	5	5	1.069	0	24.03160548	7	89.02666667	3
FALSE	IsMasterProtein	P55212	Caspase-6 OS=Homo sapiens GN=CASP6 PE=1 SV=2	44.02730375	12	47	11	1	293	33.288	6.93		839	ENSG00000138794	CASP6	4	cell death;cell differentiation;cell organization and biogenesis;metabolic process	cytoplasm;cytosol	catalytic activity;protein binding	Pf00656	0.954	0.89	0.882	0.685	0.489	0.421	0.333	0.308	0.256	3714.7	3542.2	3306.1	3276.2	2545.4	1815.8	1565.6	1237.5	1143.8	949.9	10	10	10	10	10	10	10	10	10	10	4.623	1	84.40629697	12	413.1671567	11
FALSE	IsMasterProtein	P55263	Adenosine kinase OS=Homo sapiens GN=ADK PE=1 SV=2	48.61878453	15	49	15	1	362	40.52	6.7		132	ENSG00000156110	ADK	10	cell proliferation;metabolic process;regulation of biological process	cytoplasm;cytosol;nucleus	catalytic activity;metal ion binding;nucleotide binding;RNA binding	Pf00294	1.053	1.102	0.958	0.78	0.402	0.128	0.061	0.037	0.028	9325	9815.6	10277.1	8931.4	7277.5	3750.7	1194	564.5	345.3	261.8	15	15	15	15	15	15	15	15	15	15	5.813	0	99.24735248	14	489.2700445	12
FALSE	IsMasterProtein	P55268	Laminin subunit beta-2 OS=Homo sapiens GN=LAMB2 PE=1 SV=2	0.556173526	1	1	1	1	1798	195.854	6.52		3913	ENSG00000172037	LAMB2	3	cell differentiation;cell growth;cell organization and biogenesis;cellular component movement;metabolic process;transport	cytoplasm;extracellular;nucleus	catalytic activity;motor activity;nucleotide binding;protein binding;structural molecule activity;transporter activity	"Pf00053, Pf00055, Pf00430, Pf00769, Pf01576, Pf02050, Pf02841, Pf04111, Pf06008, Pf09831, Pf12128, Pf12795, Pf13514, Pf13851, Pf13868, Pf15070, Pf15558"	1.085	0.992	0.805	0.564	0.249	0.116	0.034	0.024	0.014	449.2	487.6	445.7	361.5	253.5	111.7	52	15.3	10.8	6.3	1	1	1	1	1	1	1	1	1	1	0.021	0	2.065695286	1		
FALSE	IsMasterProtein	P55316	Forkhead box protein G1 OS=Homo sapiens GN=FOXG1 PE=1 SV=2	4.498977505	3	9	2	1	489	52.32	8.87		2290	ENSG00000176165	FOXG1	14	cell differentiation;cell organization and biogenesis;cellular component movement;development;metabolic process;regulation of biological process	nucleus	DNA binding;protein binding	Pf00250	1.036	1.232	0.952	0.764	0.613	0.544	0.416	0.413	0.368	1431.6	1483.1	1763.9	1363.1	1093.8	877.4	779.2	595.9	590.9	527.3	3	3	3	3	3	3	3	3	3	3	0.292	1	12.10499477	3	44.31	2
FALSE	IsMasterProtein	P55345-3	Isoform 3 of Protein arginine N-methyltransferase 2 OS=Homo sapiens GN=PRMT2	12.68882175	4	5	4	1	331	37.143	5.24		3275	ENSG00000160310	PRMT2	21	cell growth;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus	catalytic activity;protein binding;signal transducer activity	"Pf00018, Pf01728, Pf02475, Pf05175, Pf05185, Pf06325, Pf07653, Pf08241, Pf08242, Pf12847, Pf13649, Pf13659, Pf13847, Pf14604"	0.916	0.957	0.899	0.757	0.484	0.278	0.16	0.121	0.068	1631.7	1494	1562.3	1466.3	1234.8	790.5	454.3	261	197.9	110.7	4	4	4	4	4	4	4	4	4	4	0.719	0	5.24971652	3	40.73	2
FALSE	IsMasterProtein	P55347	Homeobox protein PKNOX1 OS=Homo sapiens GN=PKNOX1 PE=1 SV=3	5.504587156	2	4	2	1	436	47.577	4.91		5316	ENSG00000160199	PKNOX1	21	cell differentiation;metabolic process;regulation of biological process	cytoplasm;cytosol;nucleus	DNA binding;protein binding	"Pf00046, Pf05920"	1.001	0.992	0.944	0.621	0.307	0.155	0.095	0.07	0.053	675.5	676.3	669.9	637.6	419.8	207.4	104.8	63.9	47.2	35.9	1	1	1	1	1	1	1	1	1	1	0.585	0	5.834887028	2	56.51	1
FALSE	IsMasterProtein	P55735	Protein SEC13 homolog OS=Homo sapiens GN=SEC13 PE=1 SV=3	37.57763975	9	33	9	1	322	35.518	5.48		6396	ENSG00000157020	SEC13	3	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	chromosome;cytosol;endoplasmic reticulum;membrane;nucleus	protein binding	Pf00400	0.867	0.926	0.847	0.682	0.374	0.185	0.088	0.055	0.039	4678.3	4054.5	4333.3	3964.3	3191.6	1750.8	865.9	413.2	258.9	182.6	9	9	9	9	9	9	9	9	9	9	7.483	0	51.29741979	8	310.2174508	9
FALSE	IsMasterProtein	P55786	Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2	45.1577802	35	190	35	1	919	103.211	5.72		9520	ENSG00000141279	NPEPPS	17	metabolic process;response to stimulus	cytoplasm;cytosol;nucleus	catalytic activity;metal ion binding	"Pf01433, Pf11838, Pf13485"	0.995	1.103	0.976	0.892	0.787	0.795	0.572	0.217	0.076	21428.7	21322.5	23641.1	20921.6	19108.2	16861.8	17032	12267.4	4644.4	1635.9	44	44	44	44	44	44	44	44	44	44	6.537	0	357.3948572	35	2085.261995	33
FALSE	IsMasterProtein	P55789	FAD-linked sulfhydryl oxidase ALR OS=Homo sapiens GN=GFER PE=1 SV=2	36.09756098	6	10	6	1	205	23.434	7.62		2671	ENSG00000127554	GFER	16	metabolic process;transport	cytoplasm;extracellular;mitochondrion	catalytic activity;nucleotide binding;protein binding	Pf04777	1.051	1.067	1.032	0.891	0.751	0.706	0.598	0.561	0.469	1311.4	1378.5	1399.2	1353.9	1168	985.4	925.6	784.1	735.2	614.7	6	6	6	6	6	6	6	6	6	6	2.511	0	25.72912192	6	149.25	4
FALSE	IsMasterProtein	P55795	Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens GN=HNRNPH2 PE=1 SV=1	30.06681514	11	51	5	1	449	49.232	6.3		3188	ENSG00000126945	HNRNPH2	X	metabolic process	cytoplasm;membrane;nucleus	nucleotide binding;protein binding;RNA binding	"Pf00076, Pf08080, Pf14259"	0.739	0.328	0.163	0.098	0.057	0.035	0.02	0.014	0.012	2715.4	2006.5	889.3	441.4	267.3	153.7	96.1	55.4	38.4	33	3	3	3	3	3	3	3	3	3	3	2.631	0	111.1467469	11	576.4573684	8
FALSE	IsMasterProtein	P55809	"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens GN=OXCT1 PE=1 SV=1"	22.30769231	9	22	9	1	520	56.122	7.46		5019	ENSG00000083720	OXCT1	5	cellular homeostasis;metabolic process;regulation of biological process;response to stimulus	mitochondrion;organelle lumen	catalytic activity;protein binding	Pf01144	0.969	1.045	0.892	0.772	0.509	0.256	0.114	0.083	0.052	2387.1	2312.6	2494.4	2128.8	1843.9	1216	612.2	273.3	197.9	123.2	8	8	8	8	8	8	8	8	8	8	1.395	0	39.12259424	9	211.4069779	8
FALSE	IsMasterProtein	P55884-2	Isoform 2 of Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B	36.42611684	26	157	26	1	873	98.967	5.08									"Pf00076, Pf08662, Pf13893, Pf14259"	1.001	1.029	0.858	0.509	0.26	0.133	0.078	0.056	0.044	26041.6	26069.7	26787.6	22351.6	13244.5	6781.9	3471.4	2029	1468.7	1146.7	33	33	33	33	33	33	33	33	33	33	6.786	0	300.6402767	25	1764.908586	26
FALSE	IsMasterProtein	P55957	BH3-interacting domain death agonist OS=Homo sapiens GN=BID PE=1 SV=1	61.53846154	9	48	9	1	195	21.981	5.44		637	ENSG00000015475	BID	22	cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane;mitochondrion	protein binding	Pf06393	0.944	0.995	0.85	0.742	0.563	0.466	0.323	0.295	0.229	2364	2231.7	2352.8	2009.1	1754.4	1330.5	1101.2	762.5	696.7	541.5	9	9	9	9	9	9	9	9	9	9	24.119	0	96.24728107	8	634.7900557	9
FALSE	IsMasterProtein	P56181	"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial OS=Homo sapiens GN=NDUFV3 PE=1 SV=2"	21.2962963	2	7	1	1	108	11.933	9.7		4731	ENSG00000160194	NDUFV3	21	metabolic process;transport	membrane;mitochondrion	catalytic activity;RNA binding		0.985	1.006	1.065	0.924	0.788	0.759	0.627	0.635	0.585	272.5	268.4	274	290.1	251.9	214.6	206.9	170.8	173.1	159.3	1	1	1	1	1	1	1	1	1	1	1.683	0	9.38769865	2	39.20666667	2
FALSE	IsMasterProtein	P56182	Ribosomal RNA processing protein 1 homolog A OS=Homo sapiens GN=RRP1 PE=1 SV=1	4.555314534	2	4	2	1	461	52.807	9.33		8568	ENSG00000160214	RRP1	21	metabolic process	nucleus	RNA binding	Pf05997	0.969	1.04	0.919	0.9	0.822	0.9	0.836	0.818	0.787	466.5	452.1	485.3	428.5	419.7	383.4	419.8	390.1	381.8	367.1	1	1	1	1	1	1	1	1	1	1	0.186	0	7.32935977	2	43.14	2
FALSE	IsMasterProtein	P56192	"Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2"	45.33333333	32	133	32	1	900	101.052	6.16		4141	ENSG00000166986	MARS	12	metabolic process	cytoplasm;cytosol;membrane;mitochondrion	catalytic activity;nucleotide binding;RNA binding	"Pf00043, Pf00133, Pf00458, Pf09334, Pf10978, Pf13409, Pf13410, Pf14497"	0.95	0.792	0.436	0.211	0.138	0.088	0.058	0.046	0.047	27407.7	26044.3	21717	11943.3	5790.2	3785.7	2405.8	1600.3	1256.4	1285.4	35	35	35	35	35	35	35	35	35	35	7.185	0	259.973931	32	1261.66822	29
FALSE	IsMasterProtein	P56270-2	Isoform 2 of Myc-associated zinc finger protein OS=Homo sapiens GN=MAZ	5.070993915	3	10	2	1	493	51.04	9.1		4150	ENSG00000103495	MAZ	16	metabolic process;regulation of biological process	nucleus	DNA binding;metal ion binding;protein binding;RNA binding	Pf13465	1.065	1.096	1.034	0.906	0.757	0.655	0.458	0.451	0.337	1237	1317.5	1355.8	1278.7	1120.2	935.8	810.4	566.6	558.4	416.7	4	4	4	4	4	4	4	4	4	4	0.492	2	18.10837412	3	114.57	3
FALSE	IsMasterProtein	P56277	Cx9C motif-containing protein 4 OS=Homo sapiens GN=CMC4 PE=1 SV=1	47.05882353	4	8	4	1	68	7.742	8.18		100272147	ENSG00000182712	CMC4	X	cell proliferation	mitochondrion		Pf08991	0.998	1.196	0.902	0.852	0.672	0.763	0.686	0.675	0.598	1219.4	1217.4	1458.2	1100.4	1039.4	819.8	930.7	837	823.4	728.9	4	4	4	4	4	4	4	4	4	4	3.642	0	12.75643373	4	78.6	4
FALSE	IsMasterProtein	P56282	DNA polymerase epsilon subunit 2 OS=Homo sapiens GN=POLE2 PE=1 SV=2	9.108159393	5	11	5	1	527	59.499	6.35		5427	ENSG00000100479	POLE2	14	cell organization and biogenesis;cellular homeostasis;metabolic process;response to stimulus	nucleus	catalytic activity;DNA binding;protein binding	"Pf04042, Pf12213"	0.895	0.661	0.385	0.208	0.127	0.093	0.062	0.058	0.038	4278.5	3830.1	2826	1645.9	888.6	544.1	398.4	263.4	246.6	162.8	4	4	4	4	4	4	4	4	4	4	0.468	0	15.89451361	5	87.92	4
FALSE	IsMasterProtein	P56377	AP-1 complex subunit sigma-2 OS=Homo sapiens GN=AP1S2 PE=1 SV=1	25.47770701	4	8	3	1	157	18.603	5.47		8905	ENSG00000182287	AP1S2	X	cell organization and biogenesis;regulation of biological process;transport	cytosol;Golgi;membrane	protein binding;transporter activity	Pf01217	0.957	0.953	0.778	0.539	0.237	0.107	0.047	0.035	0.021	1764.6	1688.1	1681.7	1372.1	952	418.4	188.2	83	61.7	37.4	3	3	3	3	3	3	3	3	3	3	1.512	0	15.1199801	4	107.152503	4
FALSE	IsMasterProtein	P56381	"ATP synthase subunit epsilon, mitochondrial OS=Homo sapiens GN=ATP5E PE=1 SV=2"	27.45098039	2	6	2	1	51	5.776	9.92		514	ENSG00000124172	ATP5E	20	metabolic process;transport	membrane;mitochondrion;organelle lumen	catalytic activity;transporter activity	Pf04627	0.89	0.964	0.761	0.519	0.458	0.271	0.194	0.164	0.225	535	476.3	515.6	407.3	277.5	245.1	145.1	103.9	87.6	120.6	2	2	2	2	2	2	2	2	2	2	2.162	0	7.120311856	2	33.54	2
FALSE	IsMasterProtein	P56385	"ATP synthase subunit e, mitochondrial OS=Homo sapiens GN=ATP5I PE=1 SV=2"	23.1884058	2	3	1	1	69	7.928	9.35		521	ENSG00000169020	ATP5I	4	metabolic process;transport	membrane;mitochondrion	catalytic activity;transporter activity	Pf05680	1.007	0.923	0.79	0.651	0.486	0.499	0.404	0.367	0.351	596.3	600.2	550.6	471.1	388.1	289.9	297.7	240.9	219.1	209.4	1	1	1	1	1	1	1	1	1	1	1.512	0	6.364291191	2	58.64	1
FALSE	IsMasterProtein	P56524	Histone deacetylase 4 OS=Homo sapiens GN=HDAC4 PE=1 SV=3	9.594095941	10	23	7	1	1084	118.966	6.96		9759	ENSG00000068024	HDAC4	2	cell differentiation;cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus	catalytic activity;DNA binding;metal ion binding;nucleotide binding;protein binding	"Pf00850, Pf02841, Pf09731, Pf12203, Pf12474, Pf13868"	1.038	1.043	1.009	0.816	0.611	0.414	0.267	0.163	0.104	3412.8	3543.7	3560.6	3445.2	2785.4	2084.3	1412.5	910.6	557	354.4	7	7	7	7	7	7	7	7	7	7	0.536	2	41.26672292	9	267.3263636	10
FALSE	IsMasterProtein	P56537	Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1	42.04081633	6	50	6	1	245	26.582	4.68		3692	ENSG00000242372	EIF6	20	cell organization and biogenesis;metabolic process;transport	cytoplasm;nucleus	protein binding;RNA binding	Pf01912	0.996	1.012	0.994	0.877	0.75	0.599	0.381	0.184	0.093	3343.2	3330.7	3382.2	3321.6	2933.6	2506.4	2001.4	1272.6	616.8	312.2	12	12	12	12	12	12	12	12	12	12	9	0	113.3914039	6	815.9754545	6
FALSE	IsMasterProtein	P56645-2	Isoform 2 of Period circadian protein homolog 3 OS=Homo sapiens GN=PER3	4.876033058	4	18	4	1	1210	132.576	6.84		8863	ENSG00000049246	PER3	1	metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	protein binding	"Pf00989, Pf05109, Pf08447, Pf12114, Pf14598"	1.054	1.036	1.021	0.938	0.789	0.791	0.675	0.634	0.617	2220.2	2340.1	2300.8	2267.9	2083.5	1751.9	1756	1498.2	1407.5	1369.4	6	6	6	6	6	6	6	6	6	6	0.269	0	31.36414742	4	232.82	4
FALSE	IsMasterProtein	P56962	Syntaxin-17 OS=Homo sapiens GN=STX17 PE=1 SV=2	4.304635762	2	3	2	1	302	33.383	6.57		55014	ENSG00000136874	STX17	9	cell organization and biogenesis;metabolic process;transport	cytoplasm;cytosol;endoplasmic reticulum;membrane;mitochondrion	protein binding	Pf05739	1.077	1.022	0.876	0.635	0.402	0.194	0.1	0.073	0.04	156.5	168.6	160	137.1	99.3	62.9	30.3	15.6	11.4	6.3	1	1	1	1	1	1	1	1	1	1	0.179	0	4.764180422	2	32.91	1
FALSE	IsMasterProtein	P57060	RWD domain-containing protein 2B OS=Homo sapiens GN=RWDD2B PE=1 SV=1	13.79310345	3	5	3	1	319	36.309	5.87		10069	ENSG00000156253	RWDD2B	21			protein binding	"Pf05773, Pf06544"	1.065	1.124	0.935	0.613	0.373	0.211	0.165	0.109	0.107	187.1	199.3	210.3	174.9	114.6	69.8	39.4	30.9	20.4	20.1	2	2	2	2	2	2	2	2	2	2	0.468	0	8.86299181	3	29	2
FALSE	IsMasterProtein	P57071	PR domain zinc finger protein 15 OS=Homo sapiens GN=PRDM15 PE=2 SV=4	1.459854015	2	4	2	1	1507	169.161	8.24		63977	ENSG00000141956	PRDM15	21	metabolic process;regulation of biological process	nucleus	catalytic activity;DNA binding;metal ion binding;protein binding	"Pf00096, Pf13465"	0.933	0.747	0.569	0.298	0.241	0.125	0.085	0.067	0.057	481	448.6	359.5	273.9	143.1	116.1	60.2	40.9	32	27.6	2	2	2	2	2	2	2	2	2	2	0.056	0	8.079216242	2	51.61	2
FALSE	IsMasterProtein	P57076	Uncharacterized protein C21orf59 OS=Homo sapiens GN=C21orf59 PE=1 SV=1	36.20689655	8	28	4	1	290	33.203	7.44		56683	ENSG00000159079	C21orf59	21	cell organization and biogenesis	cytoplasm;cytosol;nucleus		Pf11069	0.963	0.907	0.592	0.172	0.086	0.044	0.03	0.022	0.019	7945.3	7650.8	7207.7	4704.5	1370.3	685.7	353.1	240.3	175.7	147.4	8	8	8	8	8	8	8	8	8	8	1.976	4	63.99600101	8	314.7783635	7
FALSE	IsMasterProtein	P57081	tRNA (guanine-N(7)-)-methyltransferase subunit WDR4 OS=Homo sapiens GN=WDR4 PE=1 SV=2	37.86407767	12	45	12	1	412	45.461	7.11		10785	ENSG00000160193	WDR4	21	metabolic process	cytoplasm;nucleus	catalytic activity;protein binding		0.948	0.994	0.897	0.691	0.435	0.156	0.068	0.046	0.033	6058.7	5744.5	6020.2	5436.4	4189.4	2634.3	942.2	414.5	279.4	198.9	12	12	12	12	12	12	12	12	12	12	3.16	0	89.83824921	12	327.1304478	9
FALSE	IsMasterProtein	P57678	Gem-associated protein 4 OS=Homo sapiens GN=GEMIN4 PE=1 SV=2	1.512287335	2	3	2	1	1058	119.96	6.04		50628	ENSG00000179409	GEMIN4	17	cell organization and biogenesis;metabolic process	cytoplasm;cytosol;membrane;nucleus	protein binding		0.658	0.467	0.309	0.229	0.169	0.16	0.04	0.018	0.013	1967.1	1295	918.8	607.6	450	333	314.9	78.5	34.8	26	2	2	2	2	2	2	2	2	2	2	0.077	0	3.935230017	1	56.10260541	2
FALSE	IsMasterProtein	P57679	Ellis-van Creveld syndrome protein OS=Homo sapiens GN=EVC PE=1 SV=1	3.125	2	4	2	1	992	111.92	6.73		2121	ENSG00000072840	EVC	4	regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;membrane			0.962	0.897	0.917	0.72	0.584	0.301	0.188	0.126	0.124	427.7	411.5	383.6	392	307.9	249.7	128.9	80.2	53.9	53.2	2	2	2	2	2	2	2	2	2	2	0.081	0	0	2	0	1
FALSE	IsMasterProtein	P57682	Krueppel-like factor 3 OS=Homo sapiens GN=KLF3 PE=1 SV=1	3.47826087	1	2	1	1	345	38.804	9.38		51274	ENSG00000109787	KLF3	4	development;metabolic process;regulation of biological process;response to stimulus	nucleus	DNA binding;metal ion binding;protein binding	"Pf00096, Pf13465"	0.941	1.035	0.886	0.807	0.546	0.504	0.268	0.313	0.169	127.2	119.7	131.6	112.7	102.6	69.4	64.1	34.1	39.8	21.5	1	1	1	1	1	1	1	1	1	1	0.145	0	4.69558382	1	50.67	1
FALSE	IsMasterProtein	P57723	Poly(rC)-binding protein 4 OS=Homo sapiens GN=PCBP4 PE=2 SV=1	5.459057072	2	8	1	1	403	41.456	8.16		57060	ENSG00000090097	PCBP4	3	regulation of biological process	cytoplasm	DNA binding;RNA binding	"Pf00013, Pf13014"																														0.311	0	9.300110579	1	70.09853213	2
FALSE	IsMasterProtein	P57737	Coronin-7 OS=Homo sapiens GN=CORO7 PE=1 SV=2	29.18918919	21	53	1	1	925	100.542	5.8		79585	ENSG00000262246; ENSG00000282725	CORO7	16; CHR_HSCHR16_3_CTG1	cell organization and biogenesis;transport	cytoplasm;cytoskeleton;cytosol;Golgi;membrane	protein binding	"Pf00400, Pf08953, Pf08954"	1.056	0.773	0.56	0.381	0.287	0.176	0.094	0.091	0.038	76.2	80.5	58.9	42.7	29	21.9	13.4	7.2	6.9	2.9	1	1	1	1	1	1	1	1	1	1	2.548	0	96.67431366	21	575.9151317	19
FALSE	IsMasterProtein	P57740	Nuclear pore complex protein Nup107 OS=Homo sapiens GN=NUP107 PE=1 SV=1	10.16216216	8	18	8	1	925	106.307	5.43		57122	ENSG00000111581	NUP107	12	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	chromosome;cytosol;membrane;nucleus	protein binding;structural molecule activity;transporter activity	Pf04121	0.796	0.575	0.365	0.134	0.112	0.072	0.046	0.031	0.033	2564.6	2041.6	1474.6	937.3	344.5	287.5	183.5	118.7	80.5	85.4	7	7	7	7	7	7	7	7	7	7	0.429	0	25.59317255	7	65.9	7
FALSE	IsMasterProtein	P57768	Sorting nexin-16 OS=Homo sapiens GN=SNX16 PE=1 SV=2	14.24418605	3	3	3	1	344	39.142	4.65		64089	ENSG00000104497	SNX16	8	cell communication;transport	cytoplasm;endosome;membrane;vacuole	protein binding	Pf00787	0.952	0.967	0.862	0.76	0.783	0.359	0.272	0.232	0.311	518.2	493.1	501	446.7	394	405.5	186	140.9	120	161.2	3	3	3	3	3	3	3	3	3	3	0.413	0	5.228661656	3		
FALSE	IsMasterProtein	P57772	Selenocysteine-specific elongation factor OS=Homo sapiens GN=EEFSEC PE=1 SV=4	4.194630872	2	7	2	1	596	65.263	8.35		60678	ENSG00000132394	EEFSEC	3	metabolic process;regulation of biological process	cytoplasm;mitochondrion;nucleus	catalytic activity;nucleotide binding;RNA binding	"Pf00009, Pf03144"	0.694	0.537	0.398	0.26	0.272	0.086	0.064	0.052	0.036	342.9	237.9	184.3	136.4	89	93.3	29.4	21.9	18	12.5	1	1	1	1	1	1	1	1	1	1	0.141	0	14.59515858	2	94.24333333	2
